staff_id,staff_name,role,week_start,appointments_handled,sla_met_rate,escalations,followups_due,followups_completed,followup_rate,avg_handle_time_min,month,month_name,year,sla_met_pct,followup_pct
S006,Staff_06,Receptionist,2024-03-11,86,0.9779,5,24,23,0.9583,10.6,3,Mar,2024,97.8,95.8
S006,Staff_06,Receptionist,2024-03-18,60,0.9875,4,15,14,0.9333,13.6,3,Mar,2024,98.8,93.3
S006,Staff_06,Receptionist,2024-03-25,101,0.7825,1,15,13,0.8667,19.1,3,Mar,2024,78.2,86.7
S006,Staff_06,Receptionist,2024-04-01,41,0.8249,1,8,7,0.875,10.9,4,Apr,2024,82.5,87.5
S006,Staff_06,Receptionist,2024-04-08,115,0.8118,0,7,6,0.8571,12.8,4,Apr,2024,81.2,85.7
S006,Staff_06,Receptionist,2024-04-15,94,0.8376,1,7,4,0.5714,11.1,4,Apr,2024,83.8,57.1
S006,Staff_06,Receptionist,2024-04-22,113,0.8994,5,5,3,0.6,17.7,4,Apr,2024,89.9,60.0
S006,Staff_06,Receptionist,2024-04-29,75,0.8234,1,6,3,0.5,13.0,4,Apr,2024,82.3,50.0
S006,Staff_06,Receptionist,2024-05-06,68,0.8527,3,9,5,0.5556,9.1,5,May,2024,85.3,55.6
S006,Staff_06,Receptionist,2024-05-13,47,0.9439,0,9,8,0.8889,14.9,5,May,2024,94.4,88.9
S006,Staff_06,Receptionist,2024-05-20,67,0.9846,1,7,5,0.7143,17.5,5,May,2024,98.5,71.4
S006,Staff_06,Receptionist,2024-05-27,60,0.8024,5,14,11,0.7857,13.3,5,May,2024,80.2,78.6
S006,Staff_06,Receptionist,2024-06-03,70,0.9582,5,6,5,0.8333,18.5,6,Jun,2024,95.8,83.3
S006,Staff_06,Receptionist,2024-06-10,62,0.9527,2,6,5,0.8333,9.4,6,Jun,2024,95.3,83.3
S006,Staff_06,Receptionist,2024-06-17,77,0.8893,4,25,15,0.6,14.7,6,Jun,2024,88.9,60.0
S006,Staff_06,Receptionist,2024-06-24,120,0.8532,0,13,8,0.6154,15.2,6,Jun,2024,85.3,61.5
S006,Staff_06,Receptionist,2024-07-01,96,0.9172,4,21,12,0.5714,9.4,7,Jul,2024,91.7,57.1
S006,Staff_06,Receptionist,2024-07-08,87,0.9816,0,13,9,0.6923,18.2,7,Jul,2024,98.2,69.2
S006,Staff_06,Receptionist,2024-07-15,109,0.85,3,15,14,0.9333,14.0,7,Jul,2024,85.0,93.3
S006,Staff_06,Receptionist,2024-07-22,94,0.8582,3,22,19,0.8636,19.7,7,Jul,2024,85.8,86.4
S006,Staff_06,Receptionist,2024-07-29,77,0.87,5,22,19,0.8636,9.3,7,Jul,2024,87.0,86.4
S006,Staff_06,Receptionist,2024-08-05,102,0.8363,4,5,4,0.8,19.0,8,Aug,2024,83.6,80.0
S006,Staff_06,Receptionist,2024-08-12,49,0.9222,4,21,12,0.5714,13.4,8,Aug,2024,92.2,57.1
S006,Staff_06,Receptionist,2024-08-19,98,0.8786,0,7,6,0.8571,14.0,8,Aug,2024,87.9,85.7
S006,Staff_06,Receptionist,2024-08-26,67,0.9464,0,17,11,0.6471,17.5,8,Aug,2024,94.6,64.7
S006,Staff_06,Receptionist,2024-09-02,47,0.8577,0,22,21,0.9545,19.4,9,Sep,2024,85.8,95.4
S006,Staff_06,Receptionist,2024-09-09,82,0.9433,5,12,9,0.75,12.4,9,Sep,2024,94.3,75.0
S006,Staff_06,Receptionist,2024-09-16,101,0.8868,2,13,11,0.8462,14.3,9,Sep,2024,88.7,84.6
S006,Staff_06,Receptionist,2024-09-23,41,0.8934,4,22,19,0.8636,16.6,9,Sep,2024,89.3,86.4
S006,Staff_06,Receptionist,2024-09-30,78,0.8981,4,19,18,0.9474,13.5,9,Sep,2024,89.8,94.7
S006,Staff_06,Receptionist,2024-10-07,41,0.8323,3,21,12,0.5714,9.7,10,Oct,2024,83.2,57.1
S006,Staff_06,Receptionist,2024-10-14,104,0.9689,0,20,15,0.75,9.1,10,Oct,2024,96.9,75.0
S006,Staff_06,Receptionist,2024-10-21,109,0.8135,2,21,17,0.8095,17.5,10,Oct,2024,81.4,81.0
S006,Staff_06,Receptionist,2024-10-28,83,0.9694,1,21,19,0.9048,13.4,10,Oct,2024,96.9,90.5
S006,Staff_06,Receptionist,2024-11-04,40,0.9226,0,16,12,0.75,18.6,11,Nov,2024,92.3,75.0
S006,Staff_06,Receptionist,2024-11-11,111,0.9563,5,22,19,0.8636,17.9,11,Nov,2024,95.6,86.4
S006,Staff_06,Receptionist,2024-11-18,87,0.98,0,9,8,0.8889,13.2,11,Nov,2024,98.0,88.9
S006,Staff_06,Receptionist,2024-11-25,73,0.8641,5,11,8,0.7273,14.2,11,Nov,2024,86.4,72.7
S006,Staff_06,Receptionist,2024-12-02,62,0.8263,4,17,14,0.8235,13.8,12,Dec,2024,82.6,82.4
S006,Staff_06,Receptionist,2024-12-09,57,0.9226,5,6,4,0.6667,16.0,12,Dec,2024,92.3,66.7
S006,Staff_06,Receptionist,2024-12-16,107,0.7807,2,7,6,0.8571,10.9,12,Dec,2024,78.1,85.7
S006,Staff_06,Receptionist,2024-12-23,110,0.8759,2,16,12,0.75,13.7,12,Dec,2024,87.6,75.0
S006,Staff_06,Receptionist,2024-12-30,67,0.9414,5,6,5,0.8333,19.2,12,Dec,2024,94.1,83.3
S007,Staff_07,Nurse,2023-06-05,112,0.9174,3,13,12,0.9231,14.7,6,Jun,2023,91.7,92.3
S007,Staff_07,Nurse,2023-06-12,61,0.9449,4,14,10,0.7143,15.1,6,Jun,2023,94.5,71.4
S007,Staff_07,Nurse,2023-06-19,71,0.9227,0,7,6,0.8571,10.2,6,Jun,2023,92.3,85.7
S007,Staff_07,Nurse,2023-06-26,120,0.8709,4,24,15,0.625,18.1,6,Jun,2023,87.1,62.5
S007,Staff_07,Nurse,2023-07-03,120,0.789,5,14,10,0.7143,14.9,7,Jul,2023,78.9,71.4
S007,Staff_07,Nurse,2023-07-10,115,0.8005,1,20,13,0.65,16.3,7,Jul,2023,80.0,65.0
S007,Staff_07,Nurse,2023-07-17,81,0.9666,4,6,5,0.8333,14.1,7,Jul,2023,96.7,83.3
S007,Staff_07,Nurse,2023-07-24,42,0.9368,2,12,8,0.6667,19.9,7,Jul,2023,93.7,66.7
S007,Staff_07,Nurse,2023-07-31,104,0.9797,5,25,18,0.72,15.4,7,Jul,2023,98.0,72.0
S007,Staff_07,Nurse,2023-08-07,47,0.897,2,12,10,0.8333,10.6,8,Aug,2023,89.7,83.3
S007,Staff_07,Nurse,2023-08-14,67,0.7854,4,10,7,0.7,8.4,8,Aug,2023,78.5,70.0
S007,Staff_07,Nurse,2023-08-21,115,0.8492,1,6,4,0.6667,10.7,8,Aug,2023,84.9,66.7
S007,Staff_07,Nurse,2023-08-28,99,0.8038,3,22,21,0.9545,13.6,8,Aug,2023,80.4,95.4
S007,Staff_07,Nurse,2023-09-04,69,0.9832,0,8,5,0.625,8.6,9,Sep,2023,98.3,62.5
S007,Staff_07,Nurse,2023-09-11,101,0.9526,3,12,7,0.5833,17.7,9,Sep,2023,95.3,58.3
S007,Staff_07,Nurse,2023-09-18,93,0.9097,0,16,10,0.625,14.1,9,Sep,2023,91.0,62.5
S007,Staff_07,Nurse,2023-09-25,57,0.8761,1,25,15,0.6,12.0,9,Sep,2023,87.6,60.0
S007,Staff_07,Nurse,2023-10-02,55,0.7877,2,7,5,0.7143,17.5,10,Oct,2023,78.8,71.4
S007,Staff_07,Nurse,2023-10-09,79,0.7821,2,17,13,0.7647,11.1,10,Oct,2023,78.2,76.5
S007,Staff_07,Nurse,2023-10-16,64,0.8859,2,23,21,0.913,10.2,10,Oct,2023,88.6,91.3
S007,Staff_07,Nurse,2023-10-23,101,0.9513,2,18,11,0.6111,12.0,10,Oct,2023,95.1,61.1
S007,Staff_07,Nurse,2023-10-30,59,0.9516,4,9,8,0.8889,13.2,10,Oct,2023,95.2,88.9
S007,Staff_07,Nurse,2023-11-06,107,0.9626,1,25,22,0.88,8.7,11,Nov,2023,96.3,88.0
S007,Staff_07,Nurse,2023-11-13,49,0.7937,3,11,8,0.7273,17.0,11,Nov,2023,79.4,72.7
S007,Staff_07,Nurse,2023-11-20,116,0.8376,4,20,16,0.8,13.0,11,Nov,2023,83.8,80.0
S007,Staff_07,Nurse,2023-11-27,118,0.9301,3,18,17,0.9444,9.8,11,Nov,2023,93.0,94.4
S007,Staff_07,Nurse,2023-12-04,101,0.915,1,22,18,0.8182,17.0,12,Dec,2023,91.5,81.8
S007,Staff_07,Nurse,2023-12-11,41,0.8394,1,5,3,0.6,14.0,12,Dec,2023,83.9,60.0
S007,Staff_07,Nurse,2023-12-18,65,0.8814,1,20,15,0.75,14.3,12,Dec,2023,88.1,75.0
S007,Staff_07,Nurse,2023-12-25,109,0.8834,1,19,15,0.7895,15.0,12,Dec,2023,88.3,79.0
S007,Staff_07,Nurse,2024-01-01,73,0.9627,2,5,4,0.8,17.4,1,Jan,2024,96.3,80.0
S007,Staff_07,Nurse,2024-01-08,87,0.8568,3,13,10,0.7692,19.0,1,Jan,2024,85.7,76.9
S007,Staff_07,Nurse,2024-01-15,81,0.8657,4,25,23,0.92,19.8,1,Jan,2024,86.6,92.0
S007,Staff_07,Nurse,2024-01-22,75,0.8116,1,20,14,0.7,19.8,1,Jan,2024,81.2,70.0
S007,Staff_07,Nurse,2024-01-29,115,0.8355,2,8,7,0.875,19.7,1,Jan,2024,83.6,87.5
S007,Staff_07,Nurse,2024-02-05,44,0.8153,4,19,16,0.8421,12.0,2,Feb,2024,81.5,84.2
S007,Staff_07,Nurse,2024-02-12,93,0.8151,3,11,7,0.6364,12.3,2,Feb,2024,81.5,63.6
S007,Staff_07,Nurse,2024-02-19,54,0.9192,3,21,16,0.7619,9.5,2,Feb,2024,91.9,76.2
S007,Staff_07,Nurse,2024-02-26,91,0.9009,1,9,8,0.8889,17.4,2,Feb,2024,90.1,88.9
S007,Staff_07,Nurse,2024-03-04,55,0.9306,4,25,24,0.96,19.8,3,Mar,2024,93.1,96.0
S007,Staff_07,Nurse,2024-03-11,57,0.8408,2,13,12,0.9231,8.5,3,Mar,2024,84.1,92.3
S007,Staff_07,Nurse,2024-03-18,101,0.8432,2,20,13,0.65,19.6,3,Mar,2024,84.3,65.0
S007,Staff_07,Nurse,2024-03-25,52,0.9621,0,24,16,0.6667,13.8,3,Mar,2024,96.2,66.7
S007,Staff_07,Nurse,2024-04-01,90,0.9399,5,19,12,0.6316,13.8,4,Apr,2024,94.0,63.2
S007,Staff_07,Nurse,2024-04-08,94,0.8045,0,11,7,0.6364,14.0,4,Apr,2024,80.4,63.6
S007,Staff_07,Nurse,2024-04-15,97,0.8345,4,6,3,0.5,13.2,4,Apr,2024,83.4,50.0
S007,Staff_07,Nurse,2024-04-22,72,0.804,4,7,6,0.8571,8.5,4,Apr,2024,80.4,85.7
S007,Staff_07,Nurse,2024-04-29,93,0.864,1,19,17,0.8947,15.4,4,Apr,2024,86.4,89.5
S007,Staff_07,Nurse,2024-05-06,61,0.8607,2,15,9,0.6,17.1,5,May,2024,86.1,60.0
S007,Staff_07,Nurse,2024-05-13,91,0.8995,4,19,11,0.5789,8.5,5,May,2024,90.0,57.9
S007,Staff_07,Nurse,2024-05-20,87,0.867,1,15,11,0.7333,15.2,5,May,2024,86.7,73.3
S007,Staff_07,Nurse,2024-05-27,83,0.8786,5,7,6,0.8571,8.5,5,May,2024,87.9,85.7
S007,Staff_07,Nurse,2024-06-03,104,0.901,3,25,18,0.72,11.1,6,Jun,2024,90.1,72.0
S007,Staff_07,Nurse,2024-06-10,85,0.8607,4,16,12,0.75,14.9,6,Jun,2024,86.1,75.0
S007,Staff_07,Nurse,2024-06-17,42,0.969,2,7,6,0.8571,14.0,6,Jun,2024,96.9,85.7
S007,Staff_07,Nurse,2024-06-24,66,0.8149,1,11,10,0.9091,12.5,6,Jun,2024,81.5,90.9
S007,Staff_07,Nurse,2024-07-01,54,0.9209,2,18,11,0.6111,11.0,7,Jul,2024,92.1,61.1
S007,Staff_07,Nurse,2024-07-08,119,0.8562,2,7,6,0.8571,12.3,7,Jul,2024,85.6,85.7
S007,Staff_07,Nurse,2024-07-15,86,0.9158,4,20,18,0.9,10.0,7,Jul,2024,91.6,90.0
S007,Staff_07,Nurse,2024-07-22,44,0.9235,2,13,9,0.6923,14.3,7,Jul,2024,92.4,69.2
S007,Staff_07,Nurse,2024-07-29,115,0.9579,4,22,14,0.6364,14.3,7,Jul,2024,95.8,63.6
S007,Staff_07,Nurse,2024-08-05,115,0.8463,2,24,23,0.9583,19.8,8,Aug,2024,84.6,95.8
S007,Staff_07,Nurse,2024-08-12,97,0.9594,2,12,8,0.6667,9.9,8,Aug,2024,95.9,66.7
S007,Staff_07,Nurse,2024-08-19,117,0.8539,2,22,13,0.5909,8.1,8,Aug,2024,85.4,59.1
S007,Staff_07,Nurse,2024-08-26,120,0.8632,1,22,16,0.7273,16.6,8,Aug,2024,86.3,72.7
S007,Staff_07,Nurse,2024-09-02,82,0.8446,1,25,15,0.6,11.1,9,Sep,2024,84.5,60.0
S007,Staff_07,Nurse,2024-09-09,89,0.9065,4,12,9,0.75,16.0,9,Sep,2024,90.6,75.0
S007,Staff_07,Nurse,2024-09-16,91,0.8997,1,18,16,0.8889,13.1,9,Sep,2024,90.0,88.9
S007,Staff_07,Nurse,2024-09-23,102,0.8533,0,23,20,0.8696,11.3,9,Sep,2024,85.3,87.0
S007,Staff_07,Nurse,2024-09-30,87,0.9477,3,9,8,0.8889,11.6,9,Sep,2024,94.8,88.9
S007,Staff_07,Nurse,2024-10-07,117,0.8288,2,14,11,0.7857,14.3,10,Oct,2024,82.9,78.6
S007,Staff_07,Nurse,2024-10-14,115,0.832,3,24,15,0.625,18.5,10,Oct,2024,83.2,62.5
S007,Staff_07,Nurse,2024-10-21,94,0.8873,3,19,14,0.7368,9.2,10,Oct,2024,88.7,73.7
S007,Staff_07,Nurse,2024-10-28,102,0.8992,5,13,11,0.8462,9.9,10,Oct,2024,89.9,84.6
S007,Staff_07,Nurse,2024-11-04,66,0.8099,0,20,15,0.75,8.3,11,Nov,2024,81.0,75.0
S007,Staff_07,Nurse,2024-11-11,93,0.9684,0,18,12,0.6667,10.7,11,Nov,2024,96.8,66.7
S007,Staff_07,Nurse,2024-11-18,94,0.8501,0,11,10,0.9091,16.5,11,Nov,2024,85.0,90.9
S007,Staff_07,Nurse,2024-11-25,103,0.9071,2,21,12,0.5714,12.1,11,Nov,2024,90.7,57.1
S007,Staff_07,Nurse,2024-12-02,73,0.8632,4,22,20,0.9091,8.7,12,Dec,2024,86.3,90.9
S007,Staff_07,Nurse,2024-12-09,71,0.8262,1,22,14,0.6364,9.8,12,Dec,2024,82.6,63.6
S007,Staff_07,Nurse,2024-12-16,62,0.8758,5,22,21,0.9545,14.6,12,Dec,2024,87.6,95.4
S007,Staff_07,Nurse,2024-12-23,82,0.7893,4,19,12,0.6316,9.0,12,Dec,2024,78.9,63.2
S007,Staff_07,Nurse,2024-12-30,69,0.7931,2,20,19,0.95,15.9,12,Dec,2024,79.3,95.0
S008,Staff_08,Nurse,2023-06-05,61,0.9629,2,24,23,0.9583,14.7,6,Jun,2023,96.3,95.8
S008,Staff_08,Nurse,2023-06-12,67,0.7996,1,18,11,0.6111,9.2,6,Jun,2023,80.0,61.1
S008,Staff_08,Nurse,2023-06-19,42,0.9813,2,25,20,0.8,14.0,6,Jun,2023,98.1,80.0
S008,Staff_08,Nurse,2023-06-26,62,0.8897,3,19,17,0.8947,13.9,6,Jun,2023,89.0,89.5
S008,Staff_08,Nurse,2023-07-03,70,0.8826,4,25,18,0.72,10.3,7,Jul,2023,88.3,72.0
S008,Staff_08,Nurse,2023-07-10,96,0.7926,4,6,5,0.8333,14.2,7,Jul,2023,79.3,83.3
S008,Staff_08,Nurse,2023-07-17,110,0.7849,0,18,12,0.6667,17.3,7,Jul,2023,78.5,66.7
S008,Staff_08,Nurse,2023-07-24,109,0.8635,4,7,5,0.7143,13.3,7,Jul,2023,86.4,71.4
S008,Staff_08,Nurse,2023-07-31,77,0.8188,5,18,11,0.6111,13.0,7,Jul,2023,81.9,61.1
S008,Staff_08,Nurse,2023-08-07,84,0.9578,1,14,10,0.7143,11.3,8,Aug,2023,95.8,71.4
S008,Staff_08,Nurse,2023-08-14,45,0.7972,3,25,24,0.96,8.5,8,Aug,2023,79.7,96.0
S008,Staff_08,Nurse,2023-08-21,75,0.7879,4,10,7,0.7,13.6,8,Aug,2023,78.8,70.0
S008,Staff_08,Nurse,2023-08-28,67,0.9122,5,13,10,0.7692,8.4,8,Aug,2023,91.2,76.9
S008,Staff_08,Nurse,2023-09-04,47,0.9531,4,23,19,0.8261,8.5,9,Sep,2023,95.3,82.6
S008,Staff_08,Nurse,2023-09-11,85,0.852,2,16,10,0.625,12.2,9,Sep,2023,85.2,62.5
S008,Staff_08,Nurse,2023-09-18,47,0.8803,2,9,8,0.8889,18.1,9,Sep,2023,88.0,88.9
S008,Staff_08,Nurse,2023-09-25,89,0.811,5,20,17,0.85,13.2,9,Sep,2023,81.1,85.0
S008,Staff_08,Nurse,2023-10-02,117,0.8478,0,16,14,0.875,13.1,10,Oct,2023,84.8,87.5
S008,Staff_08,Nurse,2023-10-09,49,0.9303,4,11,10,0.9091,18.0,10,Oct,2023,93.0,90.9
S008,Staff_08,Nurse,2023-10-16,106,0.9641,0,22,14,0.6364,16.8,10,Oct,2023,96.4,63.6
S008,Staff_08,Nurse,2023-10-23,81,0.9308,0,5,3,0.6,19.2,10,Oct,2023,93.1,60.0
S008,Staff_08,Nurse,2023-10-30,113,0.9508,5,16,10,0.625,12.8,10,Oct,2023,95.1,62.5
S008,Staff_08,Nurse,2023-11-06,96,0.8255,5,7,5,0.7143,16.0,11,Nov,2023,82.6,71.4
S008,Staff_08,Nurse,2023-11-13,56,0.9154,1,7,5,0.7143,9.1,11,Nov,2023,91.5,71.4
S008,Staff_08,Nurse,2023-11-20,110,0.8818,5,25,22,0.88,12.9,11,Nov,2023,88.2,88.0
S008,Staff_08,Nurse,2023-11-27,107,0.8602,3,6,4,0.6667,17.1,11,Nov,2023,86.0,66.7
S008,Staff_08,Nurse,2023-12-04,109,0.9786,4,7,4,0.5714,12.4,12,Dec,2023,97.9,57.1
S008,Staff_08,Nurse,2023-12-11,111,0.9884,0,24,14,0.5833,19.2,12,Dec,2023,98.8,58.3
S008,Staff_08,Nurse,2023-12-18,105,0.9779,4,11,7,0.6364,11.1,12,Dec,2023,97.8,63.6
S008,Staff_08,Nurse,2023-12-25,74,0.9644,4,10,9,0.9,19.8,12,Dec,2023,96.4,90.0
S008,Staff_08,Nurse,2024-01-01,112,0.9723,3,11,10,0.9091,12.3,1,Jan,2024,97.2,90.9
S008,Staff_08,Nurse,2024-01-08,54,0.8373,0,16,15,0.9375,8.2,1,Jan,2024,83.7,93.8
S008,Staff_08,Nurse,2024-01-15,97,0.7808,4,17,11,0.6471,12.8,1,Jan,2024,78.1,64.7
S008,Staff_08,Nurse,2024-01-22,58,0.8908,4,19,14,0.7368,9.8,1,Jan,2024,89.1,73.7
S008,Staff_08,Nurse,2024-01-29,54,0.9446,1,5,4,0.8,11.3,1,Jan,2024,94.5,80.0
S008,Staff_08,Nurse,2024-02-05,100,0.8388,5,12,8,0.6667,17.3,2,Feb,2024,83.9,66.7
S008,Staff_08,Nurse,2024-02-12,113,0.852,5,11,6,0.5455,16.1,2,Feb,2024,85.2,54.6
S008,Staff_08,Nurse,2024-02-19,100,0.7882,4,12,8,0.6667,9.0,2,Feb,2024,78.8,66.7
S008,Staff_08,Nurse,2024-02-26,77,0.9028,2,16,13,0.8125,12.2,2,Feb,2024,90.3,81.2
S008,Staff_08,Nurse,2024-03-04,73,0.783,2,24,21,0.875,15.9,3,Mar,2024,78.3,87.5
S008,Staff_08,Nurse,2024-03-11,68,0.9576,4,5,4,0.8,8.4,3,Mar,2024,95.8,80.0
S008,Staff_08,Nurse,2024-03-18,72,0.9298,2,20,14,0.7,8.4,3,Mar,2024,93.0,70.0
S008,Staff_08,Nurse,2024-03-25,83,0.9851,4,14,11,0.7857,15.1,3,Mar,2024,98.5,78.6
S008,Staff_08,Nurse,2024-04-01,106,0.8184,5,24,23,0.9583,15.0,4,Apr,2024,81.8,95.8
S008,Staff_08,Nurse,2024-04-08,88,0.9135,3,12,8,0.6667,11.8,4,Apr,2024,91.4,66.7
S008,Staff_08,Nurse,2024-04-15,68,0.925,1,9,8,0.8889,9.5,4,Apr,2024,92.5,88.9
S008,Staff_08,Nurse,2024-04-22,86,0.8199,0,25,24,0.96,14.8,4,Apr,2024,82.0,96.0
S008,Staff_08,Nurse,2024-04-29,110,0.9866,3,11,8,0.7273,16.7,4,Apr,2024,98.7,72.7
S008,Staff_08,Nurse,2024-05-06,48,0.8212,5,9,5,0.5556,8.4,5,May,2024,82.1,55.6
S008,Staff_08,Nurse,2024-05-13,64,0.8667,5,16,10,0.625,18.4,5,May,2024,86.7,62.5
S008,Staff_08,Nurse,2024-05-20,118,0.889,0,22,13,0.5909,18.3,5,May,2024,88.9,59.1
S008,Staff_08,Nurse,2024-05-27,111,0.7904,3,6,5,0.8333,11.0,5,May,2024,79.0,83.3
S008,Staff_08,Nurse,2024-06-03,98,0.9141,0,13,11,0.8462,20.0,6,Jun,2024,91.4,84.6
S008,Staff_08,Nurse,2024-06-10,114,0.9374,2,13,11,0.8462,16.1,6,Jun,2024,93.7,84.6
S008,Staff_08,Nurse,2024-06-17,116,0.8053,1,6,5,0.8333,9.9,6,Jun,2024,80.5,83.3
S008,Staff_08,Nurse,2024-06-24,115,0.8898,1,12,8,0.6667,15.0,6,Jun,2024,89.0,66.7
S008,Staff_08,Nurse,2024-07-01,90,0.9544,0,8,7,0.875,15.7,7,Jul,2024,95.4,87.5
S008,Staff_08,Nurse,2024-07-08,47,0.9871,5,22,19,0.8636,10.0,7,Jul,2024,98.7,86.4
S008,Staff_08,Nurse,2024-07-15,79,0.9109,2,12,10,0.8333,15.9,7,Jul,2024,91.1,83.3
S008,Staff_08,Nurse,2024-07-22,47,0.9231,2,20,12,0.6,18.2,7,Jul,2024,92.3,60.0
S008,Staff_08,Nurse,2024-07-29,52,0.7832,4,5,4,0.8,11.0,7,Jul,2024,78.3,80.0
S008,Staff_08,Nurse,2024-08-05,74,0.9317,0,25,15,0.6,16.9,8,Aug,2024,93.2,60.0
S008,Staff_08,Nurse,2024-08-12,71,0.873,2,24,19,0.7917,8.2,8,Aug,2024,87.3,79.2
S008,Staff_08,Nurse,2024-08-19,60,0.8638,4,19,14,0.7368,15.8,8,Aug,2024,86.4,73.7
S008,Staff_08,Nurse,2024-08-26,108,0.9139,5,7,4,0.5714,14.9,8,Aug,2024,91.4,57.1
S008,Staff_08,Nurse,2024-09-02,64,0.9102,3,17,10,0.5882,9.5,9,Sep,2024,91.0,58.8
S008,Staff_08,Nurse,2024-09-09,75,0.9527,3,20,14,0.7,14.2,9,Sep,2024,95.3,70.0
S008,Staff_08,Nurse,2024-09-16,56,0.8726,3,17,14,0.8235,16.3,9,Sep,2024,87.3,82.4
S008,Staff_08,Nurse,2024-09-23,78,0.9159,1,12,11,0.9167,10.3,9,Sep,2024,91.6,91.7
S008,Staff_08,Nurse,2024-09-30,112,0.8442,5,17,15,0.8824,18.2,9,Sep,2024,84.4,88.2
S008,Staff_08,Nurse,2024-10-07,49,0.892,0,19,11,0.5789,8.9,10,Oct,2024,89.2,57.9
S008,Staff_08,Nurse,2024-10-14,86,0.8673,2,5,4,0.8,12.9,10,Oct,2024,86.7,80.0
S008,Staff_08,Nurse,2024-10-21,74,0.8094,0,23,14,0.6087,12.7,10,Oct,2024,80.9,60.9
S008,Staff_08,Nurse,2024-10-28,60,0.8098,2,11,10,0.9091,18.6,10,Oct,2024,81.0,90.9
S008,Staff_08,Nurse,2024-11-04,114,0.9076,1,8,5,0.625,14.7,11,Nov,2024,90.8,62.5
S008,Staff_08,Nurse,2024-11-11,87,0.9378,4,21,16,0.7619,13.4,11,Nov,2024,93.8,76.2
S008,Staff_08,Nurse,2024-11-18,67,0.9238,2,19,15,0.7895,19.9,11,Nov,2024,92.4,79.0
S008,Staff_08,Nurse,2024-11-25,43,0.8137,1,8,7,0.875,10.6,11,Nov,2024,81.4,87.5
S008,Staff_08,Nurse,2024-12-02,105,0.8387,4,12,8,0.6667,8.6,12,Dec,2024,83.9,66.7
S008,Staff_08,Nurse,2024-12-09,65,0.8822,1,13,11,0.8462,19.8,12,Dec,2024,88.2,84.6
S008,Staff_08,Nurse,2024-12-16,109,0.9048,3,18,17,0.9444,16.9,12,Dec,2024,90.5,94.4
S008,Staff_08,Nurse,2024-12-23,44,0.7923,2,13,10,0.7692,17.4,12,Dec,2024,79.2,76.9
S008,Staff_08,Nurse,2024-12-30,67,0.8096,1,18,17,0.9444,14.4,12,Dec,2024,81.0,94.4
S009,Staff_09,Nurse,2023-06-05,84,0.8304,3,20,17,0.85,13.6,6,Jun,2023,83.0,85.0
S009,Staff_09,Nurse,2023-06-12,66,0.8833,5,21,18,0.8571,19.7,6,Jun,2023,88.3,85.7
S009,Staff_09,Nurse,2023-06-19,114,0.809,5,24,19,0.7917,11.2,6,Jun,2023,80.9,79.2
S009,Staff_09,Nurse,2023-06-26,102,0.887,1,5,3,0.6,10.1,6,Jun,2023,88.7,60.0
S009,Staff_09,Nurse,2023-07-03,110,0.9838,0,10,8,0.8,19.4,7,Jul,2023,98.4,80.0
S009,Staff_09,Nurse,2023-07-10,47,0.7983,5,8,7,0.875,19.3,7,Jul,2023,79.8,87.5
S009,Staff_09,Nurse,2023-07-17,55,0.7988,3,11,7,0.6364,9.8,7,Jul,2023,79.9,63.6
S009,Staff_09,Nurse,2023-07-24,60,0.9553,5,5,3,0.6,14.2,7,Jul,2023,95.5,60.0
S009,Staff_09,Nurse,2023-07-31,109,0.8594,5,13,9,0.6923,13.2,7,Jul,2023,85.9,69.2
S009,Staff_09,Nurse,2023-08-07,72,0.8052,3,25,20,0.8,16.3,8,Aug,2023,80.5,80.0
S009,Staff_09,Nurse,2023-08-14,98,0.8878,1,7,6,0.8571,13.4,8,Aug,2023,88.8,85.7
S009,Staff_09,Nurse,2023-08-21,101,0.8904,4,13,9,0.6923,11.7,8,Aug,2023,89.0,69.2
S009,Staff_09,Nurse,2023-08-28,109,0.9196,2,6,3,0.5,13.1,8,Aug,2023,92.0,50.0
S009,Staff_09,Nurse,2023-09-04,73,0.8206,3,20,19,0.95,9.8,9,Sep,2023,82.1,95.0
S009,Staff_09,Nurse,2023-09-11,90,0.9869,1,12,7,0.5833,17.8,9,Sep,2023,98.7,58.3
S009,Staff_09,Nurse,2023-09-18,60,0.854,0,24,20,0.8333,8.4,9,Sep,2023,85.4,83.3
S009,Staff_09,Nurse,2023-09-25,78,0.9254,2,8,5,0.625,8.7,9,Sep,2023,92.5,62.5
S009,Staff_09,Nurse,2023-10-02,118,0.8107,4,7,4,0.5714,14.0,10,Oct,2023,81.1,57.1
S009,Staff_09,Nurse,2023-10-09,50,0.8841,5,10,8,0.8,19.9,10,Oct,2023,88.4,80.0
S009,Staff_09,Nurse,2023-10-16,54,0.9259,5,20,18,0.9,19.2,10,Oct,2023,92.6,90.0
S009,Staff_09,Nurse,2023-10-23,52,0.8112,4,21,15,0.7143,20.0,10,Oct,2023,81.1,71.4
S009,Staff_09,Nurse,2023-10-30,59,0.8558,0,13,7,0.5385,8.6,10,Oct,2023,85.6,53.8
S009,Staff_09,Nurse,2023-11-06,113,0.787,1,9,5,0.5556,19.9,11,Nov,2023,78.7,55.6
S009,Staff_09,Nurse,2023-11-13,104,0.8364,4,20,14,0.7,14.6,11,Nov,2023,83.6,70.0
